id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
87,BoJack Horseman,BoJack Horseman,"Meet the most beloved sitcom horse of the '90s , 20 years later. He's a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",2014-08-22,25.4725,"Animation, Comedy, Drama",United States,English,8.5,2681
88,Dr. STONE,Dr.STONE,"One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he’s not alone! His science-loving friend Senku’s been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science!",2019-07-05,5.0399,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.5,1579
89,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"A 34-year-old hikikomori is kicked out of his home by his family after the death of his parents. After his eviction, he saves a group of teenagers from being killed by a speeding truck, but loses his life in the process. When he comes to, he realizes he has been reborn as Rudeus Greyrat, in a world of swords and sorcery.",2021-01-11,35.5931,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,8.5,1371
90,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,"Puberty Syndrome—a rumored, mysterious syndrome that only affects those in their puberty. For example, a bunny girl suddenly appeared in front of Sakuta Azusagawa. The bunny girl's real identity is Mai Sakurajima, a teenage celebrity who is currently an inactive high school senior. For some reason, her charming figure does not reflect in the eyes of others. In the course of revealing the mystery behind this phenomenon, Sakuta begins to explore his feelings towards Mai. Set in a city where the skies and seas shine, Sakuta unfolds the meaning behind his bizarre encounters on women with the said syndrome.",2018-10-04,16.3435,"Animation, Comedy, Mystery, Drama",Japan,Japanese,8.5,1275
91,DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,"The story is set in the distant future. The land is ruined, and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence.

A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head.",2018-01-13,8.5169,"Animation, Drama, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.5,1848
92,Yuri!!! on Ice,ユーリ!!! on ICE,"While on the verge of retirement, skater Yuri Katsuki meets Yuri Plisetsky and Victor Nikiforov, two skaters who rekindle his competitive fire.",2016-10-06,5.0628,"Animation, Comedy, Drama",Japan,Japanese,8.535,636
93,Generator Rex,Generator Rex,"Generator Rex, an average teenager with the ability to turn his body into amazing machines, helps the secret organization Providence save the world from the nanite threat and dangerous EVO monsters.",2010-04-23,5.7493,"Animation, Action & Adventure, Kids, Family",United States,English,8.535,397
94,The Dangers in My Heart,僕の心のヤバイやつ,"Kyotaro Ichikawa, a boy barely clinging to the bottom rung of his school's social ladder, secretly believes he’s the tortured lead in some psychological thriller. He spends his days dreaming up ways to disrupt his classmates' peaceful lives and pining after Anna Yamada, the class idol. But Kyotaro's not nearly the troubled teen he pretends to be…and it turns out Anna's a bit odd herself!",2023-04-02,11.052,"Animation, Comedy",Japan,Japanese,8.5,207
95,Crash Landing on You,사랑의 불시착,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",2019-12-14,10.4049,"Drama, Comedy",South Korea,Korean,8.5,857
96,High School D×D,ハイスクールD×D,"Issei Hyodo is your average perverted high school student whose one wish in life is to have his own harem, but he's got to be one of the unluckiest guys around. He goes on his first date with a girl only to get brutally attacked and killed when it turns out the girl is really a vicious fallen angel. To top it all off, he's later reincarnated as a devil by his gorgeous senpai who tells him that she is also a devil and now his master! One thing's for sure, his peaceful days are over. In a battle between devils and angels, who will win?",2012-01-06,21.6583,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.5,1976
97,Naruto Shippūden,ナルト 疾風伝,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",2007-02-15,29.3766,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.5,8480
98,Young Royals,Young Royals,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",2021-07-01,6.7829,Drama,Sweden,Swedish,8.5,1162
99,Rurouni Kenshin,るろうに剣心 明治剣客浪漫譚,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",1996-01-10,16.1588,"Action & Adventure, Animation, Comedy",Japan,Japanese,8.529,781
100,Peaky Blinders,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013-09-12,55.6768,"Drama, Crime",United Kingdom,English,8.528,10637
101,SPY x FAMILY,SPY×FAMILY,"A spy, an assassin and a telepath come together to pose as a family, each for their own reasons, while hiding their true identities from each other.",2022-04-09,48.2855,"Animation, Comedy, Action & Adventure",Japan,Japanese,8.526,2123
102,Horimiya,ホリミヤ,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",2021-01-10,7.9837,"Animation, Comedy, Drama",Japan,Japanese,8.5,1065
103,Dickinson,Dickinson,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world's greatest poet.",2019-11-01,7.4887,"Comedy, Drama",United States,English,8.5,959
104,Mr. Queen,철인왕후,"A modern chef suddenly becomes trapped inside the body of a queen from the Joseon era, which causes chaos for everyone involved.",2020-12-12,7.5454,"Drama, Comedy, Sci-Fi & Fantasy",South Korea,Korean,8.5,459
105,The Rookie,The Rookie,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",2018-10-16,137.2188,"Crime, Drama, Comedy",United States,English,8.5,2766
106,Candy Candy,キャンディ・キャンディ,"This story is about a girl, Candy, who is a orphan. She is a nice and optimistic girl and she has a warm heart. When she was a child, she lived in an orphanage called Pony's Home. She had a good friend called Ann. And she met the ""handsome boy on the hill"" who is a important person in her life, on the hill behind the orphanage.

She was adopted by the Loka's family. What's awaiting her are the bad-hearted Leo and his sister, Eliza. One day, in the rose garden, she met a boy, who is identical to the ""handsome boy on the hill"" who she had met in her childhood. The boy is called Antony. Thereafter, a fantastic story that she has never expected begins.",1976-10-15,12.178,"Animation, Drama, Kids",Japan,Japanese,8.5,673
107,Chainsaw Man,チェンソーマン,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",2022-10-12,18.2213,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.518,1954
108,Les Contes de la rue Broca,Les Contes de la rue Broca,,1996-12-23,1.5885,"Animation, Comedy, Kids",France,French,8.5,278
109,Dexter: Resurrection,Dexter: Resurrection,"Dexter Morgan awakens from a coma to find Harrison gone without a trace. Realizing the weight of what he put his son through, Dexter sets out for New York City, determined to find him and make things right. But closure won't come easy. When Miami Metro's Angel Batista arrives with questions, Dexter realizes his past is catching up to him fast. As father and son navigate their own darkness in the city that never sleeps, they soon find themselves deeper than they ever imagined - and that the only way out is together.",2025-07-13,16.0388,"Crime, Drama, Mystery",United States,English,8.521,352
110,It's Okay to Not Be Okay,사이코지만 괜찮아,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected – a woman who writes fairy tales but doesn’t believe in them.",2020-06-20,10.5726,"Drama, Comedy",South Korea,Korean,8.5,1426
